X,Y,time,,,,
-1.0114,-0.1884,23.7862611,,,,
-1.0031,-0.1819,23.7983405,,,,
-0.9984,-0.1735,23.8101172,,,,
-0.9947,-0.1643,23.8217493,,,,
-0.9922,-0.1545,23.834533,,,,
-0.9957,-0.1385,23.8466597,,,,
-0.9975,-0.1306,23.8586545,,,,
-0.9955,-0.1232,23.8699438,,,,
-0.9909,-0.1193,23.8828289,,,,
-0.9792,-0.119,23.8944163,,,,
-0.9626,-0.1208,23.9059899,,,,
-0.9427,-0.1214,23.918744,,,,
-0.9231,-0.1254,23.930018,,,,
-0.905,-0.128,23.9421189,,,,
-0.8869,-0.1296,23.9541427,,,,
-0.8682,-0.1301,23.9661595,,,,
-0.8501,-0.1296,23.9777626,,,,
-0.831,-0.1301,23.9901854,,,,
-0.8097,-0.1351,24.0020401,,,,
-0.7889,-0.1388,24.0140753,,,,
-0.7609,-0.1419,24.0258074,,,,
-0.7284,-0.1442,24.0377621,,,,
-0.6964,-0.1476,24.0504164,,,,
-0.663,-0.1479,24.0614448,,,,
-0.6326,-0.1545,24.0740628,,,,
-0.5999,-0.1595,24.0861009,,,,
-0.5654,-0.1645,24.0978698,,,,
-0.5293,-0.1698,24.1097037,,,,
-0.4887,-0.174,24.1214271,,,,
-0.4445,-0.174,24.1338304,,,,
-0.4006,-0.1779,24.1452337,,,,
-0.353,-0.1921,24.1580613,,,,
-0.3163,-0.1937,24.1697368,,,,
-0.2785,-0.1968,24.1814593,,,,
-0.241,-0.2007,24.193141,,,,
-0.1918,-0.1908,24.2052088,,,,
-0.1514,-0.1855,24.217209,,,,
-0.1113,-0.1811,24.229044,,,,
-0.0698,-0.1785,24.2411039,,,,
-0.0293,-0.1758,24.2530143,,,,
0.0201,-0.1627,24.2650197,,,,
0.0629,-0.1598,24.2776995,,,,
0.1088,-0.1601,24.2892542,,,,
0.1553,-0.1598,24.3012459,,,,
0.213,-0.1695,24.312757,,,,
0.2594,-0.1656,24.3248171,,,,
0.3053,-0.1606,24.3368197,,,,
0.3503,-0.1585,24.3488467,,,,
0.3946,-0.1583,24.3608972,,,,
0.4377,-0.1559,24.3728786,,,,
0.4769,-0.1522,24.3849046,,,,
0.5162,-0.1507,24.3969921,,,,
0.5542,-0.1509,24.409039,,,,
0.5863,-0.152,24.421291,,,,
0.6132,-0.1528,24.4323465,,,,
0.6384,-0.152,24.4450952,,,,
0.6678,-0.1517,24.4566082,,,,
0.7078,-0.151,24.4683301,,,,
0.7344,-0.1526,24.48063,,,,
0.7621,-0.1557,24.4922499,,,,
0.7876,-0.1586,24.5047745,,,,
0.8164,-0.1638,24.516621,,,,
0.8444,-0.1706,24.5281678,,,,
0.8717,-0.1777,24.5408453,,,,
0.9001,-0.1826,24.5528473,,,,
0.938,-0.1834,24.5642347,,,,
0.9684,-0.1913,24.5768422,,,,
0.9957,-0.1989,24.5884441,,,,
1.0162,-0.2052,24.6006691,,,,
1.0363,-0.2125,24.6126929,,,,
1.0631,-0.2293,24.6241359,,,,
1.0874,-0.2432,24.6361507,,,,
1.1243,-0.2589,24.6477415,,,,
1.1802,-0.2598,24.6597385,,,,
1.2271,-0.2705,24.6717129,,,,
1.2736,-0.2819,24.6843562,,,,
1.3186,-0.2947,24.6965284,,,,
1.3654,-0.3072,24.7080491,,,,
1.4144,-0.3195,24.7202886,,,,
1.4644,-0.3337,24.7323241,,,,
1.5138,-0.3481,24.7443563,,,,
1.5622,-0.3616,24.7559238,,,,
1.6098,-0.3742,24.7681789,,,,
1.6722,-0.4042,24.7799912,,,,
1.7226,-0.4191,24.7916372,,,,
1.7721,-0.434,24.8036456,,,,
1.8175,-0.4469,24.8157165,,,,
1.8568,-0.4576,24.8274568,,,,
1.8895,-0.468,24.8399389,,,,
1.9191,-0.479,24.851213,,,,
1.9473,-0.4905,24.8632605,,,,
1.9723,-0.5035,24.8752979,,,,
2.0012,-0.5182,24.8873152,,,,
2.0304,-0.5314,24.899923,,,,
2.0564,-0.5401,24.9119474,,,,
2.0853,-0.5418,24.9239555,,,,
2.1076,-0.5535,24.9357453,,,,
2.1254,-0.5606,24.9477759,,,,
2.1446,-0.5673,24.9589863,,,,
2.1632,-0.572,24.9710004,,,,
2.1818,-0.5762,24.9830244,,,,
2.2017,-0.5811,24.9953329,,,,
2.2181,-0.5832,25.0073696,,,,
2.2337,-0.5852,25.0189584,,,,
2.2471,-0.5884,25.0309528,,,,
2.2593,-0.59,25.0429727,,,,
2.2683,-0.5917,25.0547584,,,,
2.2758,-0.5892,25.0665814,,,,
2.2787,-0.5877,25.079253,,,,
2.2795,-0.5859,25.0908619,,,,
2.2762,-0.5855,25.1029291,,,,
2.27,-0.5818,25.115159,,,,
2.2591,-0.5765,25.1267754,,,,
2.245,-0.5704,25.1387793,,,,
2.2317,-0.5671,25.150806,,,,
2.2223,-0.5611,25.1630929,,,,
2.211,-0.5474,25.1750627,,,,
2.1933,-0.5287,25.1862753,,,,
2.1708,-0.5083,25.1983933,,,,
2.1466,-0.4902,25.2109995,,,,
2.1308,-0.4742,25.2230313,,,,
2.1228,-0.4592,25.2350911,,,,
2.1132,-0.437,25.2461032,,,,
2.1095,-0.4126,25.2581407,,,,
2.1069,-0.3907,25.2701468,,,,
2.1105,-0.3755,25.2827228,,,,
2.1241,-0.3611,25.2942718,,,,
2.1416,-0.3471,25.3063229,,,,
2.1585,-0.3329,25.3183898,,,,
2.1761,-0.3207,25.3304326,,,,
2.1967,-0.3157,25.3421752,,,,
2.2244,-0.3129,25.3540576,,,,
2.2599,-0.3129,25.365662,,,,
2.2967,-0.3147,25.3783457,,,,
2.3347,-0.3181,25.3903237,,,,
2.3841,-0.3338,25.4022993,,,,
2.426,-0.3377,25.4138923,,,,
2.4702,-0.3431,25.4259405,,,,
2.5158,-0.3499,25.4383536,,,,
2.5618,-0.3548,25.4501725,,,,
2.6105,-0.3506,25.4621975,,,,
2.6483,-0.3587,25.4742366,,,,
2.6846,-0.3658,25.4860388,,,,
2.7184,-0.3744,25.497771,,,,
2.7512,-0.3827,25.509798,,,,
2.786,-0.3908,25.5217769,,,,
2.8227,-0.3989,25.5340078,,,,
2.8613,-0.4044,25.5460385,,,,
2.9135,-0.4242,25.5580694,,,,
2.9593,-0.4342,25.569102,,,,
3.0047,-0.4428,25.5811111,,,,
3.0471,-0.4503,25.5930134,,,,
3.0882,-0.4576,25.6050601,,,,
3.1292,-0.4652,25.6171059,,,,
3.1786,-0.4661,25.6288899,,,,
3.2186,-0.476,25.6409145,,,,
3.2586,-0.4883,25.6529815,,,,
3.304,-0.4904,25.6649377,,,,
3.3424,-0.501,25.677207,,,,
3.376,-0.5106,25.688787,,,,
3.4016,-0.5178,25.7009316,,,,
3.4268,-0.5306,25.7129403,,,,
3.4414,-0.5354,25.725171,,,,
3.4509,-0.5428,25.7370038,,,,
3.4594,-0.5508,25.7492954,,,,
3.4713,-0.562,25.7612308,,,,
3.4854,-0.5705,25.7727702,,,,
3.5003,-0.5785,25.7852116,,,,
3.5141,-0.5854,25.7971075,,,,
3.5235,-0.591,25.8091628,,,,
3.5277,-0.5933,25.8212004,,,,
3.5298,-0.5946,25.8329626,,,,
3.535,-0.5984,25.8447779,,,,
3.5433,-0.6001,25.8567846,,,,
3.548,-0.5963,25.8686187,,,,
3.5438,-0.5938,25.8808348,,,,
3.5368,-0.5927,25.8929599,,,,
3.5375,-0.595,25.9049929,,,,
3.5416,-0.5958,25.9170051,,,,
3.545,-0.5948,25.9280086,,,,
3.5478,-0.5915,25.9404873,,,,
3.5482,-0.5839,25.9520346,,,,
3.5478,-0.5771,25.9640328,,,,
3.5461,-0.5716,25.9760365,,,,
3.539,-0.5674,25.9880191,,,,
3.5246,-0.5628,26.0000857,,,,
3.5069,-0.5551,26.0120789,,,,
3.4784,-0.5355,26.0240555,,,,
3.4513,-0.5197,26.0360893,,,,
3.4193,-0.4993,26.048085,,,,

